Essay ID,Edit Style,System,Metric,Submetric,Score
34,Minimal,Viking-13B,ERRANT,Precision,42.31
35,Minimal,Viking-13B,ERRANT,Precision,52.17
36,Minimal,Viking-13B,ERRANT,Precision,32.0
37,Minimal,Viking-13B,ERRANT,Precision,66.67
38,Minimal,Viking-13B,ERRANT,Precision,58.82
39,Minimal,Viking-13B,ERRANT,Precision,53.12
40,Minimal,Viking-13B,ERRANT,Precision,40.0
41,Minimal,Viking-13B,ERRANT,Precision,71.43
42,Minimal,Viking-13B,ERRANT,Precision,62.16
43,Minimal,Viking-13B,ERRANT,Precision,48.48
44,Minimal,Viking-13B,ERRANT,Precision,66.67
45,Minimal,Viking-13B,ERRANT,Precision,64.29
46,Minimal,Viking-13B,ERRANT,Precision,43.24
47,Minimal,Viking-13B,ERRANT,Precision,55.81
48,Minimal,Viking-13B,ERRANT,Precision,46.3
49,Minimal,Viking-13B,ERRANT,Precision,65.38
50,Minimal,Viking-13B,ERRANT,Precision,53.85
1,Fluency,Viking-13B,ERRANT,Precision,55.56
2,Fluency,Viking-13B,ERRANT,Precision,46.67
3,Fluency,Viking-13B,ERRANT,Precision,37.5
4,Fluency,Viking-13B,ERRANT,Precision,41.67
5,Fluency,Viking-13B,ERRANT,Precision,37.04
6,Fluency,Viking-13B,ERRANT,Precision,42.42
7,Fluency,Viking-13B,ERRANT,Precision,35.29
8,Fluency,Viking-13B,ERRANT,Precision,26.83
9,Fluency,Viking-13B,ERRANT,Precision,37.5
10,Fluency,Viking-13B,ERRANT,Precision,71.05
11,Fluency,Viking-13B,ERRANT,Precision,60.0
12,Fluency,Viking-13B,ERRANT,Precision,56.0
13,Fluency,Viking-13B,ERRANT,Precision,42.31
14,Fluency,Viking-13B,ERRANT,Precision,45.31
15,Fluency,Viking-13B,ERRANT,Precision,57.89
16,Fluency,Viking-13B,ERRANT,Precision,38.71
17,Fluency,Viking-13B,ERRANT,Precision,72.41
18,Fluency,Viking-13B,ERRANT,Precision,46.67
19,Fluency,Viking-13B,ERRANT,Precision,39.24
20,Fluency,Viking-13B,ERRANT,Precision,58.82
21,Fluency,Viking-13B,ERRANT,Precision,61.54
22,Fluency,Viking-13B,ERRANT,Precision,45.9
23,Fluency,Viking-13B,ERRANT,Precision,52.94
24,Fluency,Viking-13B,ERRANT,Precision,55.0
25,Fluency,Viking-13B,ERRANT,Precision,47.62
26,Fluency,Viking-13B,ERRANT,Precision,37.5
27,Fluency,Viking-13B,ERRANT,Precision,44.83
28,Fluency,Viking-13B,ERRANT,Precision,47.06
29,Fluency,Viking-13B,ERRANT,Precision,80.0
30,Fluency,Viking-13B,ERRANT,Precision,69.23
31,Fluency,Viking-13B,ERRANT,Precision,37.1
32,Fluency,Viking-13B,ERRANT,Precision,31.4
33,Fluency,Viking-13B,ERRANT,Precision,22.73
34,Fluency,Viking-13B,ERRANT,Precision,36.11
35,Fluency,Viking-13B,ERRANT,Precision,48.0
36,Fluency,Viking-13B,ERRANT,Precision,28.57
37,Fluency,Viking-13B,ERRANT,Precision,38.1
38,Fluency,Viking-13B,ERRANT,Precision,58.82
39,Fluency,Viking-13B,ERRANT,Precision,32.5
40,Fluency,Viking-13B,ERRANT,Precision,47.62
41,Fluency,Viking-13B,ERRANT,Precision,50.0
42,Fluency,Viking-13B,ERRANT,Precision,58.97
43,Fluency,Viking-13B,ERRANT,Precision,43.24
44,Fluency,Viking-13B,ERRANT,Precision,66.67
45,Fluency,Viking-13B,ERRANT,Precision,57.69
46,Fluency,Viking-13B,ERRANT,Precision,45.95
47,Fluency,Viking-13B,ERRANT,Precision,40.68
48,Fluency,Viking-13B,ERRANT,Precision,42.65
49,Fluency,Viking-13B,ERRANT,Precision,58.62
50,Fluency,Viking-13B,ERRANT,Precision,51.52
1,Minimal,UAM-CSI,ERRANT,Recall,74.29
2,Minimal,UAM-CSI,ERRANT,Recall,77.78
3,Minimal,UAM-CSI,ERRANT,Recall,50.0
4,Minimal,UAM-CSI,ERRANT,Recall,25.64
5,Minimal,UAM-CSI,ERRANT,Recall,54.55
6,Minimal,UAM-CSI,ERRANT,Recall,51.35
7,Minimal,UAM-CSI,ERRANT,Recall,52.38
8,Minimal,UAM-CSI,ERRANT,Recall,26.32
9,Minimal,UAM-CSI,ERRANT,Recall,18.42
10,Minimal,UAM-CSI,ERRANT,Recall,71.88
11,Minimal,UAM-CSI,ERRANT,Recall,58.33
12,Minimal,UAM-CSI,ERRANT,Recall,67.86
13,Minimal,UAM-CSI,ERRANT,Recall,61.29
14,Minimal,UAM-CSI,ERRANT,Recall,44.94
15,Minimal,UAM-CSI,ERRANT,Recall,61.11
16,Minimal,UAM-CSI,ERRANT,Recall,46.43
17,Minimal,UAM-CSI,ERRANT,Recall,37.5
18,Minimal,UAM-CSI,ERRANT,Recall,70.59
19,Minimal,UAM-CSI,ERRANT,Recall,35.42
20,Minimal,UAM-CSI,ERRANT,Recall,41.18
21,Minimal,UAM-CSI,ERRANT,Recall,47.37
22,Minimal,UAM-CSI,ERRANT,Recall,39.19
23,Minimal,UAM-CSI,ERRANT,Recall,51.28
24,Minimal,UAM-CSI,ERRANT,Recall,40.0
25,Minimal,UAM-CSI,ERRANT,Recall,69.23
26,Minimal,UAM-CSI,ERRANT,Recall,31.11
27,Minimal,UAM-CSI,ERRANT,Recall,56.67
28,Minimal,UAM-CSI,ERRANT,Recall,41.18
29,Minimal,UAM-CSI,ERRANT,Recall,54.17
30,Minimal,UAM-CSI,ERRANT,Recall,59.57
31,Minimal,UAM-CSI,ERRANT,Recall,39.44
32,Minimal,UAM-CSI,ERRANT,Recall,39.6
33,Minimal,UAM-CSI,ERRANT,Recall,21.88
34,Minimal,UAM-CSI,ERRANT,Recall,32.56
35,Minimal,UAM-CSI,ERRANT,Recall,22.41
36,Minimal,UAM-CSI,ERRANT,Recall,47.83
37,Minimal,UAM-CSI,ERRANT,Recall,26.67
38,Minimal,UAM-CSI,ERRANT,Recall,52.94
39,Minimal,UAM-CSI,ERRANT,Recall,48.72
40,Minimal,UAM-CSI,ERRANT,Recall,43.48
41,Minimal,UAM-CSI,ERRANT,Recall,70.97
42,Minimal,UAM-CSI,ERRANT,Recall,65.71
43,Minimal,UAM-CSI,ERRANT,Recall,50.0
44,Minimal,UAM-CSI,ERRANT,Recall,41.67
45,Minimal,UAM-CSI,ERRANT,Recall,54.55
46,Minimal,UAM-CSI,ERRANT,Recall,69.7
47,Minimal,UAM-CSI,ERRANT,Recall,42.31
48,Minimal,UAM-CSI,ERRANT,Recall,47.95
49,Minimal,UAM-CSI,ERRANT,Recall,67.86
50,Minimal,UAM-CSI,ERRANT,Recall,52.63
1,Fluency,UAM-CSI,ERRANT,Recall,74.29
2,Fluency,UAM-CSI,ERRANT,Recall,77.78
3,Fluency,UAM-CSI,ERRANT,Recall,53.33
4,Fluency,UAM-CSI,ERRANT,Recall,30.77
5,Fluency,UAM-CSI,ERRANT,Recall,45.45
6,Fluency,UAM-CSI,ERRANT,Recall,45.95
7,Fluency,UAM-CSI,ERRANT,Recall,61.9
8,Fluency,UAM-CSI,ERRANT,Recall,33.33
9,Fluency,UAM-CSI,ERRANT,Recall,10.53
10,Fluency,UAM-CSI,ERRANT,Recall,78.12
11,Fluency,UAM-CSI,ERRANT,Recall,58.33
12,Fluency,UAM-CSI,ERRANT,Recall,60.71
13,Fluency,UAM-CSI,ERRANT,Recall,58.06
14,Fluency,UAM-CSI,ERRANT,Recall,43.82
15,Fluency,UAM-CSI,ERRANT,Recall,61.11
16,Fluency,UAM-CSI,ERRANT,Recall,64.29
17,Fluency,UAM-CSI,ERRANT,Recall,35.71
18,Fluency,UAM-CSI,ERRANT,Recall,64.71
19,Fluency,UAM-CSI,ERRANT,Recall,36.46
20,Fluency,UAM-CSI,ERRANT,Recall,35.29
21,Fluency,UAM-CSI,ERRANT,Recall,42.11
22,Fluency,UAM-CSI,ERRANT,Recall,43.24
23,Fluency,UAM-CSI,ERRANT,Recall,48.72
24,Fluency,UAM-CSI,ERRANT,Recall,36.0
25,Fluency,UAM-CSI,ERRANT,Recall,69.23
26,Fluency,UAM-CSI,ERRANT,Recall,37.78
27,Fluency,UAM-CSI,ERRANT,Recall,60.0
28,Fluency,UAM-CSI,ERRANT,Recall,47.06
29,Fluency,UAM-CSI,ERRANT,Recall,54.17
30,Fluency,UAM-CSI,ERRANT,Recall,61.7
31,Fluency,UAM-CSI,ERRANT,Recall,39.44
32,Fluency,UAM-CSI,ERRANT,Recall,38.61
33,Fluency,UAM-CSI,ERRANT,Recall,23.53
34,Fluency,UAM-CSI,ERRANT,Recall,37.21
35,Fluency,UAM-CSI,ERRANT,Recall,25.86
36,Fluency,UAM-CSI,ERRANT,Recall,47.83
37,Fluency,UAM-CSI,ERRANT,Recall,33.33
38,Fluency,UAM-CSI,ERRANT,Recall,58.82
39,Fluency,UAM-CSI,ERRANT,Recall,46.15
40,Fluency,UAM-CSI,ERRANT,Recall,62.5
41,Fluency,UAM-CSI,ERRANT,Recall,58.06
42,Fluency,UAM-CSI,ERRANT,Recall,65.71
43,Fluency,UAM-CSI,ERRANT,Recall,63.89
44,Fluency,UAM-CSI,ERRANT,Recall,33.33
45,Fluency,UAM-CSI,ERRANT,Recall,51.52
46,Fluency,UAM-CSI,ERRANT,Recall,69.7
47,Fluency,UAM-CSI,ERRANT,Recall,38.46
48,Fluency,UAM-CSI,ERRANT,Recall,50.68
49,Fluency,UAM-CSI,ERRANT,Recall,67.86
50,Fluency,UAM-CSI,ERRANT,Recall,55.26
1,Minimal,Viking-7B,ERRANT,Recall,68.57
2,Minimal,Viking-7B,ERRANT,Recall,66.67
3,Minimal,Viking-7B,ERRANT,Recall,43.33
4,Minimal,Viking-7B,ERRANT,Recall,20.51
5,Minimal,Viking-7B,ERRANT,Recall,40.91
6,Minimal,Viking-7B,ERRANT,Recall,35.14
7,Minimal,Viking-7B,ERRANT,Recall,42.86
8,Minimal,Viking-7B,ERRANT,Recall,26.32
9,Minimal,Viking-7B,ERRANT,Recall,10.53
10,Minimal,Viking-7B,ERRANT,Recall,65.62
11,Minimal,Viking-7B,ERRANT,Recall,58.33
12,Minimal,Viking-7B,ERRANT,Recall,50.0
13,Minimal,Viking-7B,ERRANT,Recall,51.61
14,Minimal,Viking-7B,ERRANT,Recall,33.71
15,Minimal,Viking-7B,ERRANT,Recall,66.67
16,Minimal,Viking-7B,ERRANT,Recall,39.29
17,Minimal,Viking-7B,ERRANT,Recall,32.14
18,Minimal,Viking-7B,ERRANT,Recall,29.41
19,Minimal,Viking-7B,ERRANT,Recall,23.96
20,Minimal,Viking-7B,ERRANT,Recall,16.67
21,Minimal,Viking-7B,ERRANT,Recall,42.11
22,Minimal,Viking-7B,ERRANT,Recall,36.49
23,Minimal,Viking-7B,ERRANT,Recall,35.9
24,Minimal,Viking-7B,ERRANT,Recall,16.0
25,Minimal,Viking-7B,ERRANT,Recall,69.23
26,Minimal,Viking-7B,ERRANT,Recall,15.56
27,Minimal,Viking-7B,ERRANT,Recall,50.0
28,Minimal,Viking-7B,ERRANT,Recall,35.29
29,Minimal,Viking-7B,ERRANT,Recall,50.0
30,Minimal,Viking-7B,ERRANT,Recall,57.45
31,Minimal,Viking-7B,ERRANT,Recall,28.17
32,Minimal,Viking-7B,ERRANT,Recall,36.63
33,Minimal,Viking-7B,ERRANT,Recall,23.53
34,Minimal,Viking-7B,ERRANT,Recall,18.6
35,Minimal,Viking-7B,ERRANT,Recall,10.67
36,Minimal,Viking-7B,ERRANT,Recall,34.78
37,Minimal,Viking-7B,ERRANT,Recall,33.33
38,Minimal,Viking-7B,ERRANT,Recall,52.94
39,Minimal,Viking-7B,ERRANT,Recall,51.28
40,Minimal,Viking-7B,ERRANT,Recall,34.78
41,Minimal,Viking-7B,ERRANT,Recall,64.52
42,Minimal,Viking-7B,ERRANT,Recall,65.71
43,Minimal,Viking-7B,ERRANT,Recall,33.33
44,Minimal,Viking-7B,ERRANT,Recall,16.67
45,Minimal,Viking-7B,ERRANT,Recall,27.27
46,Minimal,Viking-7B,ERRANT,Recall,51.52
47,Minimal,Viking-7B,ERRANT,Recall,29.49
48,Minimal,Viking-7B,ERRANT,Recall,43.84
49,Minimal,Viking-7B,ERRANT,Recall,60.71
50,Minimal,Viking-7B,ERRANT,Recall,36.84
1,Fluency,Viking-7B,ERRANT,Recall,68.57
2,Fluency,Viking-7B,ERRANT,Recall,66.67
3,Fluency,Viking-7B,ERRANT,Recall,36.67
4,Fluency,Viking-7B,ERRANT,Recall,25.64
5,Fluency,Viking-7B,ERRANT,Recall,45.45
6,Fluency,Viking-7B,ERRANT,Recall,40.54
7,Fluency,Viking-7B,ERRANT,Recall,37.04
8,Fluency,Viking-7B,ERRANT,Recall,22.81
9,Fluency,Viking-7B,ERRANT,Recall,15.79
10,Fluency,Viking-7B,ERRANT,Recall,68.75
11,Fluency,Viking-7B,ERRANT,Recall,58.33
12,Fluency,Viking-7B,ERRANT,Recall,50.0
13,Fluency,Viking-7B,ERRANT,Recall,35.48
14,Fluency,Viking-7B,ERRANT,Recall,33.71
15,Fluency,Viking-7B,ERRANT,Recall,72.22
16,Fluency,Viking-7B,ERRANT,Recall,53.57
17,Fluency,Viking-7B,ERRANT,Recall,23.21
18,Fluency,Viking-7B,ERRANT,Recall,52.94
19,Fluency,Viking-7B,ERRANT,Recall,25.0
20,Fluency,Viking-7B,ERRANT,Recall,58.82
21,Fluency,Viking-7B,ERRANT,Recall,31.58
22,Fluency,Viking-7B,ERRANT,Recall,31.08
23,Fluency,Viking-7B,ERRANT,Recall,41.03
24,Fluency,Viking-7B,ERRANT,Recall,36.0
25,Fluency,Viking-7B,ERRANT,Recall,69.23
26,Fluency,Viking-7B,ERRANT,Recall,24.44
27,Fluency,Viking-7B,ERRANT,Recall,36.67
28,Fluency,Viking-7B,ERRANT,Recall,29.63
29,Fluency,Viking-7B,ERRANT,Recall,50.0
30,Fluency,Viking-7B,ERRANT,Recall,36.51
31,Fluency,Viking-7B,ERRANT,Recall,32.39
32,Fluency,Viking-7B,ERRANT,Recall,31.68
33,Fluency,Viking-7B,ERRANT,Recall,32.35
34,Fluency,Viking-7B,ERRANT,Recall,25.58
35,Fluency,Viking-7B,ERRANT,Recall,14.67
36,Fluency,Viking-7B,ERRANT,Recall,30.43
37,Fluency,Viking-7B,ERRANT,Recall,40.0
38,Fluency,Viking-7B,ERRANT,Recall,52.94
39,Fluency,Viking-7B,ERRANT,Recall,46.15
40,Fluency,Viking-7B,ERRANT,Recall,39.13
41,Fluency,Viking-7B,ERRANT,Recall,64.52
42,Fluency,Viking-7B,ERRANT,Recall,60.0
43,Fluency,Viking-7B,ERRANT,Recall,27.78
44,Fluency,Viking-7B,ERRANT,Recall,8.33
45,Fluency,Viking-7B,ERRANT,Recall,39.39
46,Fluency,Viking-7B,ERRANT,Recall,37.21
47,Fluency,Viking-7B,ERRANT,Recall,27.59
48,Fluency,Viking-7B,ERRANT,Recall,41.1
49,Fluency,Viking-7B,ERRANT,Recall,50.0
50,Fluency,Viking-7B,ERRANT,Recall,26.32
1,Minimal,Viking-13B,ERRANT,Recall,65.71
2,Minimal,Viking-13B,ERRANT,Recall,77.78
3,Minimal,Viking-13B,ERRANT,Recall,43.33
4,Minimal,Viking-13B,ERRANT,Recall,23.08
5,Minimal,Viking-13B,ERRANT,Recall,45.45
6,Minimal,Viking-13B,ERRANT,Recall,37.84
7,Minimal,Viking-13B,ERRANT,Recall,33.33
8,Minimal,Viking-13B,ERRANT,Recall,28.07
9,Minimal,Viking-13B,ERRANT,Recall,13.16
10,Minimal,Viking-13B,ERRANT,Recall,81.25
11,Minimal,Viking-13B,ERRANT,Recall,75.0
12,Minimal,Viking-13B,ERRANT,Recall,50.0
13,Minimal,Viking-13B,ERRANT,Recall,45.16
14,Minimal,Viking-13B,ERRANT,Recall,30.34
15,Minimal,Viking-13B,ERRANT,Recall,55.56
16,Minimal,Viking-13B,ERRANT,Recall,42.86
17,Minimal,Viking-13B,ERRANT,Recall,37.5
18,Minimal,Viking-13B,ERRANT,Recall,70.59
19,Minimal,Viking-13B,ERRANT,Recall,38.54
20,Minimal,Viking-13B,ERRANT,Recall,47.06
21,Minimal,Viking-13B,ERRANT,Recall,57.89
22,Minimal,Viking-13B,ERRANT,Recall,35.14
23,Minimal,Viking-13B,ERRANT,Recall,35.9
24,Minimal,Viking-13B,ERRANT,Recall,36.0
25,Minimal,Viking-13B,ERRANT,Recall,69.23
26,Minimal,Viking-13B,ERRANT,Recall,11.11
27,Minimal,Viking-13B,ERRANT,Recall,50.0
28,Minimal,Viking-13B,ERRANT,Recall,41.18
29,Minimal,Viking-13B,ERRANT,Recall,37.5
30,Minimal,Viking-13B,ERRANT,Recall,59.57
31,Minimal,Viking-13B,ERRANT,Recall,25.35
32,Minimal,Viking-13B,ERRANT,Recall,31.68
33,Minimal,Viking-13B,ERRANT,Recall,23.53
34,Minimal,Viking-13B,ERRANT,Recall,25.58
35,Minimal,Viking-13B,ERRANT,Recall,16.0
36,Minimal,Viking-13B,ERRANT,Recall,34.78
37,Minimal,Viking-13B,ERRANT,Recall,26.67
38,Minimal,Viking-13B,ERRANT,Recall,58.82
39,Minimal,Viking-13B,ERRANT,Recall,43.59
40,Minimal,Viking-13B,ERRANT,Recall,37.5
41,Minimal,Viking-13B,ERRANT,Recall,64.52
42,Minimal,Viking-13B,ERRANT,Recall,65.71
43,Minimal,Viking-13B,ERRANT,Recall,44.44
44,Minimal,Viking-13B,ERRANT,Recall,33.33
45,Minimal,Viking-13B,ERRANT,Recall,27.27
46,Minimal,Viking-13B,ERRANT,Recall,48.48
47,Minimal,Viking-13B,ERRANT,Recall,30.77
48,Minimal,Viking-13B,ERRANT,Recall,34.25
49,Minimal,Viking-13B,ERRANT,Recall,60.71
50,Minimal,Viking-13B,ERRANT,Recall,36.84
1,Fluency,Viking-13B,ERRANT,Recall,57.14
2,Fluency,Viking-13B,ERRANT,Recall,77.78
3,Fluency,Viking-13B,ERRANT,Recall,40.0
4,Fluency,Viking-13B,ERRANT,Recall,25.64
5,Fluency,Viking-13B,ERRANT,Recall,45.45
6,Fluency,Viking-13B,ERRANT,Recall,37.84
7,Fluency,Viking-13B,ERRANT,Recall,28.57
8,Fluency,Viking-13B,ERRANT,Recall,19.3
9,Fluency,Viking-13B,ERRANT,Recall,26.67
10,Fluency,Viking-13B,ERRANT,Recall,84.38
11,Fluency,Viking-13B,ERRANT,Recall,75.0
12,Fluency,Viking-13B,ERRANT,Recall,50.0
13,Fluency,Viking-13B,ERRANT,Recall,35.48
14,Fluency,Viking-13B,ERRANT,Recall,32.58
15,Fluency,Viking-13B,ERRANT,Recall,61.11
16,Fluency,Viking-13B,ERRANT,Recall,42.86
17,Fluency,Viking-13B,ERRANT,Recall,37.5
18,Fluency,Viking-13B,ERRANT,Recall,41.18
19,Fluency,Viking-13B,ERRANT,Recall,32.29
20,Fluency,Viking-13B,ERRANT,Recall,58.82
21,Fluency,Viking-13B,ERRANT,Recall,42.11
22,Fluency,Viking-13B,ERRANT,Recall,37.84
23,Fluency,Viking-13B,ERRANT,Recall,46.15
24,Fluency,Viking-13B,ERRANT,Recall,24.44
25,Fluency,Viking-13B,ERRANT,Recall,76.92
26,Fluency,Viking-13B,ERRANT,Recall,6.67
27,Fluency,Viking-13B,ERRANT,Recall,43.33
28,Fluency,Viking-13B,ERRANT,Recall,29.63
29,Fluency,Viking-13B,ERRANT,Recall,53.33
30,Fluency,Viking-13B,ERRANT,Recall,57.45
31,Fluency,Viking-13B,ERRANT,Recall,32.39
32,Fluency,Viking-13B,ERRANT,Recall,26.73
33,Fluency,Viking-13B,ERRANT,Recall,29.41
34,Fluency,Viking-13B,ERRANT,Recall,30.23
35,Fluency,Viking-13B,ERRANT,Recall,16.0
36,Fluency,Viking-13B,ERRANT,Recall,34.78
37,Fluency,Viking-13B,ERRANT,Recall,53.33
38,Fluency,Viking-13B,ERRANT,Recall,58.82
39,Fluency,Viking-13B,ERRANT,Recall,25.0
40,Fluency,Viking-13B,ERRANT,Recall,43.48
41,Fluency,Viking-13B,ERRANT,Recall,51.61
42,Fluency,Viking-13B,ERRANT,Recall,65.71
43,Fluency,Viking-13B,ERRANT,Recall,44.44
44,Fluency,Viking-13B,ERRANT,Recall,33.33
45,Fluency,Viking-13B,ERRANT,Recall,45.45
46,Fluency,Viking-13B,ERRANT,Recall,51.52
47,Fluency,Viking-13B,ERRANT,Recall,27.59
48,Fluency,Viking-13B,ERRANT,Recall,39.73
49,Fluency,Viking-13B,ERRANT,Recall,60.71
50,Fluency,Viking-13B,ERRANT,Recall,44.74
1,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,79.75
2,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,61.4
3,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,47.47
4,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,31.45
5,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,43.48
6,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,57.58
7,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.7
8,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,35.21
9,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,31.82
10,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,70.12
11,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,51.47
12,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,67.86
13,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,62.91
14,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,51.95
15,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,61.11
16,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,49.24
17,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,51.47
18,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,64.52
19,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,46.2
20,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,39.33
21,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,60.0
22,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,49.32
23,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,59.88
24,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,42.74
25,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,61.64
26,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,37.04
27,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.67
28,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,53.85
29,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,60.19
30,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,60.61
31,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,50.18
32,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,44.54
33,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,24.31
34,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,45.16
35,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,29.28
36,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,55.56
37,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,39.22
38,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,58.44
39,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,55.56
40,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,52.63
41,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,76.92
42,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,62.84
43,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.25
44,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.82
45,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,65.69
46,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,69.7
47,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.9
48,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,52.55
49,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,64.19
50,Minimal,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,61.73
1,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,72.63
2,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,61.4
3,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,44.94
4,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,40.82
5,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,37.31
6,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,50.3
7,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,76.47
8,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,36.4
9,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,18.18
10,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,76.22
11,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,58.33
12,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,57.43
13,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,59.6
14,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,51.72
15,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,63.95
16,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,70.31
17,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,53.19
18,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,71.43
19,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,49.72
20,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,41.1
21,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,53.33
22,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,51.61
23,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.89
24,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,44.55
25,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,65.22
26,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,45.95
27,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,58.44
28,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,57.97
29,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,60.19
30,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,62.77
31,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,50.18
32,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,40.88
33,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,25.32
34,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,51.61
35,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,33.19
